case,kind,history,policy,eligible,collateral,recovered,changed,status
819,grant,0310,undoscope,True,False,True,True,compensated
819,grant,0310,deny,True,False,False,False,denied
820,grant,0311,snapshot,True,True,False,True,compensated
820,grant,0311,mapped,True,True,False,True,compensated
820,grant,0311,value,True,True,False,True,compensated
820,grant,0311,object,True,False,False,False,conflict
820,grant,0311,field,True,False,False,False,conflict
820,grant,0311,undoscope,True,False,True,True,compensated
820,grant,0311,deny,True,False,False,False,denied
821,grant,0312,snapshot,True,True,False,True,compensated
821,grant,0312,mapped,True,False,True,False,compensated
821,grant,0312,value,True,False,False,False,conflict
821,grant,0312,object,True,False,False,False,conflict
821,grant,0312,field,True,False,False,False,conflict
821,grant,0312,undoscope,True,False,True,False,compensated
821,grant,0312,deny,True,False,False,False,denied
822,grant,0313,snapshot,True,True,False,True,compensated
822,grant,0313,mapped,True,True,False,True,compensated
822,grant,0313,value,True,True,False,True,compensated
822,grant,0313,object,True,False,False,False,conflict
822,grant,0313,field,True,False,False,False,conflict
822,grant,0313,undoscope,True,False,True,True,compensated
822,grant,0313,deny,True,False,False,False,denied
823,grant,0320,snapshot,True,True,False,True,compensated
823,grant,0320,mapped,True,True,False,True,compensated
823,grant,0320,value,True,True,False,True,compensated
823,grant,0320,object,True,False,False,False,conflict
823,grant,0320,field,True,False,False,False,conflict
823,grant,0320,undoscope,True,False,True,False,compensated
823,grant,0320,deny,True,False,False,False,denied
824,grant,0321,snapshot,True,True,False,True,compensated
824,grant,0321,mapped,True,False,True,False,compensated
824,grant,0321,value,True,False,False,False,conflict
824,grant,0321,object,True,False,False,False,conflict
824,grant,0321,field,True,False,False,False,conflict
824,grant,0321,undoscope,True,False,True,False,compensated
824,grant,0321,deny,True,False,False,False,denied
825,grant,0322,snapshot,True,True,False,True,compensated
825,grant,0322,mapped,True,False,True,False,compensated
825,grant,0322,value,True,False,False,False,conflict
825,grant,0322,object,True,False,False,False,conflict
825,grant,0322,field,True,False,False,False,conflict
825,grant,0322,undoscope,True,False,True,False,compensated
825,grant,0322,deny,True,False,False,False,denied
826,grant,0323,snapshot,True,True,False,True,compensated
826,grant,0323,mapped,True,False,True,False,compensated
826,grant,0323,value,True,False,False,False,conflict
826,grant,0323,object,True,False,False,False,conflict
826,grant,0323,field,True,False,False,False,conflict
826,grant,0323,undoscope,True,False,True,False,compensated
826,grant,0323,deny,True,False,False,False,denied
827,grant,0330,snapshot,True,True,False,True,compensated
827,grant,0330,mapped,True,True,False,True,compensated
827,grant,0330,value,True,True,False,True,compensated
827,grant,0330,object,True,False,False,False,conflict
827,grant,0330,field,True,False,False,False,conflict
827,grant,0330,undoscope,True,False,True,True,compensated
827,grant,0330,deny,True,False,False,False,denied
828,grant,0331,snapshot,True,True,False,True,compensated
828,grant,0331,mapped,True,True,False,True,compensated
828,grant,0331,value,True,True,False,True,compensated
828,grant,0331,object,True,False,False,False,conflict
828,grant,0331,field,True,False,False,False,conflict
828,grant,0331,undoscope,True,False,True,True,compensated
828,grant,0331,deny,True,False,False,False,denied
829,grant,0332,snapshot,True,True,False,True,compensated
829,grant,0332,mapped,True,False,True,False,compensated
829,grant,0332,value,True,False,False,False,conflict
829,grant,0332,object,True,False,False,False,conflict
829,grant,0332,field,True,False,False,False,conflict
829,grant,0332,undoscope,True,False,True,False,compensated
829,grant,0332,deny,True,False,False,False,denied
830,grant,0333,snapshot,True,True,False,True,compensated
830,grant,0333,mapped,True,True,False,True,compensated
830,grant,0333,value,True,True,False,True,compensated
830,grant,0333,object,True,False,False,False,conflict
830,grant,0333,field,True,False,False,False,conflict
830,grant,0333,undoscope,True,False,True,True,compensated
830,grant,0333,deny,True,False,False,False,denied
831,grant,1000,snapshot,True,True,False,True,compensated
831,grant,1000,mapped,True,True,False,True,compensated
831,grant,1000,value,True,True,False,True,compensated
831,grant,1000,object,True,False,False,False,conflict
831,grant,1000,field,True,False,False,False,conflict
831,grant,1000,undoscope,True,False,True,True,compensated
831,grant,1000,deny,True,False,False,False,denied
832,grant,1001,snapshot,True,True,False,True,compensated
832,grant,1001,mapped,True,True,False,True,compensated
832,grant,1001,value,True,True,False,True,compensated
832,grant,1001,object,True,False,False,False,conflict
832,grant,1001,field,True,False,False,False,conflict
832,grant,1001,undoscope,True,False,True,True,compensated
832,grant,1001,deny,True,False,False,False,denied
833,grant,1002,snapshot,True,True,False,True,compensated
833,grant,1002,mapped,True,False,True,False,compensated
833,grant,1002,value,True,False,False,False,conflict
833,grant,1002,object,True,False,False,False,conflict
833,grant,1002,field,True,False,False,False,conflict
833,grant,1002,undoscope,True,False,True,False,compensated
833,grant,1002,deny,True,False,False,False,denied
834,grant,1003,snapshot,True,True,False,True,compensated
834,grant,1003,mapped,True,True,False,True,compensated
834,grant,1003,value,True,True,False,True,compensated
834,grant,1003,object,True,False,False,False,conflict
834,grant,1003,field,True,False,False,False,conflict
834,grant,1003,undoscope,True,False,True,True,compensated
834,grant,1003,deny,True,False,False,False,denied
835,grant,1010,snapshot,True,True,False,True,compensated
835,grant,1010,mapped,True,True,False,True,compensated
835,grant,1010,value,True,True,False,True,compensated
835,grant,1010,object,True,False,False,False,conflict
835,grant,1010,field,True,False,False,False,conflict
835,grant,1010,undoscope,True,False,True,True,compensated
835,grant,1010,deny,True,False,False,False,denied
836,grant,1011,snapshot,True,True,False,True,compensated
836,grant,1011,mapped,True,True,False,True,compensated
836,grant,1011,value,True,True,False,True,compensated
836,grant,1011,object,True,False,False,False,conflict
836,grant,1011,field,True,False,False,False,conflict
836,grant,1011,undoscope,True,False,True,True,compensated
836,grant,1011,deny,True,False,False,False,denied
837,grant,1012,snapshot,True,True,False,True,compensated
837,grant,1012,mapped,True,False,True,False,compensated
837,grant,1012,value,True,False,False,False,conflict
837,grant,1012,object,True,False,False,False,conflict
837,grant,1012,field,True,False,False,False,conflict
837,grant,1012,undoscope,True,False,True,False,compensated
837,grant,1012,deny,True,False,False,False,denied
838,grant,1013,snapshot,True,True,False,True,compensated
838,grant,1013,mapped,True,True,False,True,compensated
838,grant,1013,value,True,True,False,True,compensated
838,grant,1013,object,True,False,False,False,conflict
838,grant,1013,field,True,False,False,False,conflict
838,grant,1013,undoscope,True,False,True,True,compensated
838,grant,1013,deny,True,False,False,False,denied
839,grant,1020,snapshot,True,True,False,True,compensated
839,grant,1020,mapped,True,True,False,True,compensated
839,grant,1020,value,True,True,False,True,compensated
839,grant,1020,object,True,False,False,False,conflict
839,grant,1020,field,True,False,False,False,conflict
839,grant,1020,undoscope,True,False,True,False,compensated
839,grant,1020,deny,True,False,False,False,denied
840,grant,1021,snapshot,True,True,False,True,compensated
840,grant,1021,mapped,True,False,True,False,compensated
840,grant,1021,value,True,False,False,False,conflict
840,grant,1021,object,True,False,False,False,conflict
840,grant,1021,field,True,False,False,False,conflict
840,grant,1021,undoscope,True,False,True,False,compensated
840,grant,1021,deny,True,False,False,False,denied
841,grant,1022,snapshot,True,True,False,True,compensated
841,grant,1022,mapped,True,False,True,False,compensated
841,grant,1022,value,True,False,False,False,conflict
841,grant,1022,object,True,False,False,False,conflict
841,grant,1022,field,True,False,False,False,conflict
841,grant,1022,undoscope,True,False,True,False,compensated
841,grant,1022,deny,True,False,False,False,denied
842,grant,1023,snapshot,True,True,False,True,compensated
842,grant,1023,mapped,True,False,True,False,compensated
842,grant,1023,value,True,False,False,False,conflict
842,grant,1023,object,True,False,False,False,conflict
842,grant,1023,field,True,False,False,False,conflict
842,grant,1023,undoscope,True,False,True,False,compensated
842,grant,1023,deny,True,False,False,False,denied
843,grant,1030,snapshot,True,True,False,True,compensated
843,grant,1030,mapped,True,True,False,True,compensated
843,grant,1030,value,True,True,False,True,compensated
843,grant,1030,object,True,False,False,False,conflict
843,grant,1030,field,True,False,False,False,conflict
843,grant,1030,undoscope,True,False,True,True,compensated
843,grant,1030,deny,True,False,False,False,denied
844,grant,1031,snapshot,True,True,False,True,compensated
844,grant,1031,mapped,True,True,False,True,compensated
844,grant,1031,value,True,True,False,True,compensated
844,grant,1031,object,True,False,False,False,conflict
844,grant,1031,field,True,False,False,False,conflict
844,grant,1031,undoscope,True,False,True,True,compensated
844,grant,1031,deny,True,False,False,False,denied
845,grant,1032,snapshot,True,True,False,True,compensated
845,grant,1032,mapped,True,False,True,False,compensated
845,grant,1032,value,True,False,False,False,conflict
845,grant,1032,object,True,False,False,False,conflict
845,grant,1032,field,True,False,False,False,conflict
845,grant,1032,undoscope,True,False,True,False,compensated
845,grant,1032,deny,True,False,False,False,denied
846,grant,1033,snapshot,True,True,False,True,compensated
846,grant,1033,mapped,True,True,False,True,compensated
846,grant,1033,value,True,True,False,True,compensated
846,grant,1033,object,True,False,False,False,conflict
846,grant,1033,field,True,False,False,False,conflict
846,grant,1033,undoscope,True,False,True,True,compensated
846,grant,1033,deny,True,False,False,False,denied
847,grant,1100,snapshot,True,True,False,True,compensated
847,grant,1100,mapped,True,True,False,True,compensated
847,grant,1100,value,True,True,False,True,compensated
847,grant,1100,object,True,False,False,False,conflict
847,grant,1100,field,True,False,False,False,conflict
847,grant,1100,undoscope,True,False,True,True,compensated
847,grant,1100,deny,True,False,False,False,denied
848,grant,1101,snapshot,True,True,False,True,compensated
848,grant,1101,mapped,True,True,False,True,compensated
848,grant,1101,value,True,True,False,True,compensated
848,grant,1101,object,True,False,False,False,conflict
848,grant,1101,field,True,False,False,False,conflict
848,grant,1101,undoscope,True,False,True,True,compensated
848,grant,1101,deny,True,False,False,False,denied
849,grant,1102,snapshot,True,True,False,True,compensated
849,grant,1102,mapped,True,False,True,False,compensated
849,grant,1102,value,True,False,False,False,conflict
849,grant,1102,object,True,False,False,False,conflict
849,grant,1102,field,True,False,False,False,conflict
849,grant,1102,undoscope,True,False,True,False,compensated
849,grant,1102,deny,True,False,False,False,denied
850,grant,1103,snapshot,True,True,False,True,compensated
850,grant,1103,mapped,True,True,False,True,compensated
850,grant,1103,value,True,True,False,True,compensated
850,grant,1103,object,True,False,False,False,conflict
850,grant,1103,field,True,False,False,False,conflict
850,grant,1103,undoscope,True,False,True,True,compensated
850,grant,1103,deny,True,False,False,False,denied
851,grant,1110,snapshot,True,True,False,True,compensated
851,grant,1110,mapped,True,True,False,True,compensated
851,grant,1110,value,True,True,False,True,compensated
851,grant,1110,object,True,False,False,False,conflict
851,grant,1110,field,True,False,False,False,conflict
851,grant,1110,undoscope,True,False,True,True,compensated
851,grant,1110,deny,True,False,False,False,denied
852,grant,1111,snapshot,True,True,False,True,compensated
852,grant,1111,mapped,True,False,True,True,compensated
852,grant,1111,value,True,False,True,True,compensated
852,grant,1111,object,True,False,False,False,conflict
852,grant,1111,field,True,False,False,False,conflict
852,grant,1111,undoscope,True,False,True,True,compensated
852,grant,1111,deny,True,False,False,False,denied
853,grant,1112,snapshot,True,True,False,True,compensated
853,grant,1112,mapped,True,False,True,False,compensated
853,grant,1112,value,True,False,False,False,conflict
853,grant,1112,object,True,False,False,False,conflict
853,grant,1112,field,True,False,False,False,conflict
853,grant,1112,undoscope,True,False,True,False,compensated
853,grant,1112,deny,True,False,False,False,denied
854,grant,1113,snapshot,True,True,False,True,compensated
854,grant,1113,mapped,True,False,True,True,compensated
854,grant,1113,value,True,False,True,True,compensated
854,grant,1113,object,True,False,False,False,conflict
854,grant,1113,field,True,False,False,False,conflict
854,grant,1113,undoscope,True,False,True,True,compensated
854,grant,1113,deny,True,False,False,False,denied
855,grant,1120,snapshot,True,True,False,True,compensated
855,grant,1120,mapped,True,True,False,True,compensated
855,grant,1120,value,True,True,False,True,compensated
855,grant,1120,object,True,False,False,False,conflict
855,grant,1120,field,True,False,False,False,conflict
855,grant,1120,undoscope,True,False,True,False,compensated
855,grant,1120,deny,True,False,False,False,denied
856,grant,1121,snapshot,True,True,False,True,compensated
856,grant,1121,mapped,True,False,True,False,compensated
856,grant,1121,value,True,False,False,False,conflict
856,grant,1121,object,True,False,False,False,conflict
856,grant,1121,field,True,False,False,False,conflict
856,grant,1121,undoscope,True,False,True,False,compensated
856,grant,1121,deny,True,False,False,False,denied
857,grant,1122,snapshot,True,True,False,True,compensated
857,grant,1122,mapped,True,False,True,False,compensated
857,grant,1122,value,True,False,False,False,conflict
857,grant,1122,object,True,False,False,False,conflict
857,grant,1122,field,True,False,False,False,conflict
857,grant,1122,undoscope,True,False,True,False,compensated
857,grant,1122,deny,True,False,False,False,denied
858,grant,1123,snapshot,True,True,False,True,compensated
858,grant,1123,mapped,True,False,True,False,compensated
858,grant,1123,value,True,False,False,False,conflict
858,grant,1123,object,True,False,False,False,conflict
858,grant,1123,field,True,False,False,False,conflict
858,grant,1123,undoscope,True,False,True,False,compensated
858,grant,1123,deny,True,False,False,False,denied
859,grant,1130,snapshot,True,True,False,True,compensated
859,grant,1130,mapped,True,True,False,True,compensated
859,grant,1130,value,True,True,False,True,compensated
859,grant,1130,object,True,False,False,False,conflict
859,grant,1130,field,True,False,False,False,conflict
859,grant,1130,undoscope,True,False,True,True,compensated
859,grant,1130,deny,True,False,False,False,denied
860,grant,1131,snapshot,True,True,False,True,compensated
860,grant,1131,mapped,True,False,True,True,compensated
860,grant,1131,value,True,False,True,True,compensated
860,grant,1131,object,True,False,False,False,conflict
860,grant,1131,field,True,False,False,False,conflict
860,grant,1131,undoscope,True,False,True,True,compensated
860,grant,1131,deny,True,False,False,False,denied
861,grant,1132,snapshot,True,True,False,True,compensated
861,grant,1132,mapped,True,False,True,False,compensated
861,grant,1132,value,True,False,False,False,conflict
861,grant,1132,object,True,False,False,False,conflict
861,grant,1132,field,True,False,False,False,conflict
861,grant,1132,undoscope,True,False,True,False,compensated
861,grant,1132,deny,True,False,False,False,denied
862,grant,1133,snapshot,True,True,False,True,compensated
862,grant,1133,mapped,True,False,True,True,compensated
862,grant,1133,value,True,False,True,True,compensated
862,grant,1133,object,True,False,False,False,conflict
862,grant,1133,field,True,False,False,False,conflict
862,grant,1133,undoscope,True,False,True,True,compensated
862,grant,1133,deny,True,False,False,False,denied
863,grant,1200,snapshot,True,True,False,True,compensated
863,grant,1200,mapped,True,True,False,True,compensated
863,grant,1200,value,True,True,False,True,compensated
863,grant,1200,object,True,False,False,False,conflict
863,grant,1200,field,True,False,False,False,conflict
863,grant,1200,undoscope,True,False,True,False,compensated
863,grant,1200,deny,True,False,False,False,denied
864,grant,1201,snapshot,True,True,False,True,compensated
864,grant,1201,mapped,True,True,False,True,compensated
864,grant,1201,value,True,True,False,True,compensated
864,grant,1201,object,True,False,False,False,conflict
864,grant,1201,field,True,False,False,False,conflict
864,grant,1201,undoscope,True,False,True,False,compensated
864,grant,1201,deny,True,False,False,False,denied
865,grant,1202,snapshot,True,True,False,True,compensated
865,grant,1202,mapped,True,False,True,False,compensated
865,grant,1202,value,True,False,False,False,conflict
865,grant,1202,object,True,False,False,False,conflict
865,grant,1202,field,True,False,False,False,conflict
865,grant,1202,undoscope,True,False,True,False,compensated
865,grant,1202,deny,True,False,False,False,denied
866,grant,1203,snapshot,True,True,False,True,compensated
866,grant,1203,mapped,True,True,False,True,compensated
866,grant,1203,value,True,True,False,True,compensated
866,grant,1203,object,True,False,False,False,conflict
866,grant,1203,field,True,False,False,False,conflict
866,grant,1203,undoscope,True,False,True,False,compensated
866,grant,1203,deny,True,False,False,False,denied
867,grant,1210,snapshot,True,True,False,True,compensated
867,grant,1210,mapped,True,True,False,True,compensated
867,grant,1210,value,True,True,False,True,compensated
867,grant,1210,object,True,False,False,False,conflict
867,grant,1210,field,True,False,False,False,conflict
867,grant,1210,undoscope,True,False,True,False,compensated
867,grant,1210,deny,True,False,False,False,denied
868,grant,1211,snapshot,True,True,False,True,compensated
868,grant,1211,mapped,True,False,True,False,compensated
868,grant,1211,value,True,False,False,False,conflict
868,grant,1211,object,True,False,False,False,conflict
868,grant,1211,field,True,False,False,False,conflict
868,grant,1211,undoscope,True,False,True,False,compensated
868,grant,1211,deny,True,False,False,False,denied
869,grant,1212,snapshot,True,True,False,True,compensated
869,grant,1212,mapped,True,False,True,False,compensated
869,grant,1212,value,True,False,False,False,conflict
869,grant,1212,object,True,False,False,False,conflict
869,grant,1212,field,True,False,False,False,conflict
869,grant,1212,undoscope,True,False,True,False,compensated
869,grant,1212,deny,True,False,False,False,denied
870,grant,1213,snapshot,True,True,False,True,compensated
870,grant,1213,mapped,True,False,True,False,compensated
870,grant,1213,value,True,False,False,False,conflict
870,grant,1213,object,True,False,False,False,conflict
870,grant,1213,field,True,False,False,False,conflict
870,grant,1213,undoscope,True,False,True,False,compensated
870,grant,1213,deny,True,False,False,False,denied
871,grant,1220,snapshot,True,True,False,True,compensated
871,grant,1220,mapped,True,True,False,True,compensated
871,grant,1220,value,True,True,False,True,compensated
871,grant,1220,object,True,False,False,False,conflict
871,grant,1220,field,True,False,False,False,conflict
871,grant,1220,undoscope,True,False,True,False,compensated
871,grant,1220,deny,True,False,False,False,denied
872,grant,1221,snapshot,True,True,False,True,compensated
872,grant,1221,mapped,True,False,True,False,compensated
872,grant,1221,value,True,False,False,False,conflict
872,grant,1221,object,True,False,False,False,conflict
872,grant,1221,field,True,False,False,False,conflict
872,grant,1221,undoscope,True,False,True,False,compensated
872,grant,1221,deny,True,False,False,False,denied
873,grant,1222,snapshot,True,True,False,True,compensated
873,grant,1222,mapped,True,False,True,False,compensated
873,grant,1222,value,True,False,False,False,conflict
873,grant,1222,object,True,False,False,False,conflict
873,grant,1222,field,True,False,False,False,conflict
873,grant,1222,undoscope,True,False,True,False,compensated
873,grant,1222,deny,True,False,False,False,denied
874,grant,1223,snapshot,True,True,False,True,compensated
874,grant,1223,mapped,True,False,True,False,compensated
874,grant,1223,value,True,False,False,False,conflict
874,grant,1223,object,True,False,False,False,conflict
874,grant,1223,field,True,False,False,False,conflict
874,grant,1223,undoscope,True,False,True,False,compensated
874,grant,1223,deny,True,False,False,False,denied
875,grant,1230,snapshot,True,True,False,True,compensated
875,grant,1230,mapped,True,True,False,True,compensated
875,grant,1230,value,True,True,False,True,compensated
875,grant,1230,object,True,False,False,False,conflict
875,grant,1230,field,True,False,False,False,conflict
875,grant,1230,undoscope,True,False,True,False,compensated
875,grant,1230,deny,True,False,False,False,denied
876,grant,1231,snapshot,True,True,False,True,compensated
876,grant,1231,mapped,True,False,True,False,compensated
876,grant,1231,value,True,False,False,False,conflict
876,grant,1231,object,True,False,False,False,conflict
876,grant,1231,field,True,False,False,False,conflict
876,grant,1231,undoscope,True,False,True,False,compensated
876,grant,1231,deny,True,False,False,False,denied
877,grant,1232,snapshot,True,True,False,True,compensated
877,grant,1232,mapped,True,False,True,False,compensated
877,grant,1232,value,True,False,False,False,conflict
877,grant,1232,object,True,False,False,False,conflict
877,grant,1232,field,True,False,False,False,conflict
877,grant,1232,undoscope,True,False,True,False,compensated
877,grant,1232,deny,True,False,False,False,denied
878,grant,1233,snapshot,True,True,False,True,compensated
878,grant,1233,mapped,True,False,True,False,compensated
878,grant,1233,value,True,False,False,False,conflict
878,grant,1233,object,True,False,False,False,conflict
878,grant,1233,field,True,False,False,False,conflict
878,grant,1233,undoscope,True,False,True,False,compensated
878,grant,1233,deny,True,False,False,False,denied
879,grant,1300,snapshot,True,True,False,True,compensated
879,grant,1300,mapped,True,True,False,True,compensated
879,grant,1300,value,True,True,False,True,compensated
879,grant,1300,object,True,False,False,False,conflict
879,grant,1300,field,True,False,False,False,conflict
879,grant,1300,undoscope,True,False,True,True,compensated
879,grant,1300,deny,True,False,False,False,denied
880,grant,1301,snapshot,True,True,False,True,compensated
880,grant,1301,mapped,True,True,False,True,compensated
880,grant,1301,value,True,True,False,True,compensated
880,grant,1301,object,True,False,False,False,conflict
880,grant,1301,field,True,False,False,False,conflict
880,grant,1301,undoscope,True,False,True,True,compensated
880,grant,1301,deny,True,False,False,False,denied
881,grant,1302,snapshot,True,True,False,True,compensated
881,grant,1302,mapped,True,False,True,False,compensated
881,grant,1302,value,True,False,False,False,conflict
881,grant,1302,object,True,False,False,False,conflict
881,grant,1302,field,True,False,False,False,conflict
881,grant,1302,undoscope,True,False,True,False,compensated
881,grant,1302,deny,True,False,False,False,denied
882,grant,1303,snapshot,True,True,False,True,compensated
882,grant,1303,mapped,True,True,False,True,compensated
882,grant,1303,value,True,True,False,True,compensated
882,grant,1303,object,True,False,False,False,conflict
882,grant,1303,field,True,False,False,False,conflict
882,grant,1303,undoscope,True,False,True,True,compensated
882,grant,1303,deny,True,False,False,False,denied
883,grant,1310,snapshot,True,True,False,True,compensated
883,grant,1310,mapped,True,True,False,True,compensated
883,grant,1310,value,True,True,False,True,compensated
883,grant,1310,object,True,False,False,False,conflict
883,grant,1310,field,True,False,False,False,conflict
883,grant,1310,undoscope,True,False,True,True,compensated
883,grant,1310,deny,True,False,False,False,denied
884,grant,1311,snapshot,True,True,False,True,compensated
884,grant,1311,mapped,True,False,True,True,compensated
884,grant,1311,value,True,False,True,True,compensated
884,grant,1311,object,True,False,False,False,conflict
884,grant,1311,field,True,False,False,False,conflict
884,grant,1311,undoscope,True,False,True,True,compensated
884,grant,1311,deny,True,False,False,False,denied
885,grant,1312,snapshot,True,True,False,True,compensated
885,grant,1312,mapped,True,False,True,False,compensated
885,grant,1312,value,True,False,False,False,conflict
885,grant,1312,object,True,False,False,False,conflict
885,grant,1312,field,True,False,False,False,conflict
885,grant,1312,undoscope,True,False,True,False,compensated
885,grant,1312,deny,True,False,False,False,denied
886,grant,1313,snapshot,True,True,False,True,compensated
886,grant,1313,mapped,True,False,True,True,compensated
886,grant,1313,value,True,False,True,True,compensated
886,grant,1313,object,True,False,False,False,conflict
886,grant,1313,field,True,False,False,False,conflict
886,grant,1313,undoscope,True,False,True,True,compensated
886,grant,1313,deny,True,False,False,False,denied
887,grant,1320,snapshot,True,True,False,True,compensated
887,grant,1320,mapped,True,True,False,True,compensated
887,grant,1320,value,True,True,False,True,compensated
887,grant,1320,object,True,False,False,False,conflict
887,grant,1320,field,True,False,False,False,conflict
887,grant,1320,undoscope,True,False,True,False,compensated
887,grant,1320,deny,True,False,False,False,denied
888,grant,1321,snapshot,True,True,False,True,compensated
888,grant,1321,mapped,True,False,True,False,compensated
888,grant,1321,value,True,False,False,False,conflict
888,grant,1321,object,True,False,False,False,conflict
888,grant,1321,field,True,False,False,False,conflict
888,grant,1321,undoscope,True,False,True,False,compensated
888,grant,1321,deny,True,False,False,False,denied
889,grant,1322,snapshot,True,True,False,True,compensated
889,grant,1322,mapped,True,False,True,False,compensated
889,grant,1322,value,True,False,False,False,conflict
889,grant,1322,object,True,False,False,False,conflict
889,grant,1322,field,True,False,False,False,conflict
889,grant,1322,undoscope,True,False,True,False,compensated
889,grant,1322,deny,True,False,False,False,denied
890,grant,1323,snapshot,True,True,False,True,compensated
890,grant,1323,mapped,True,False,True,False,compensated
890,grant,1323,value,True,False,False,False,conflict
890,grant,1323,object,True,False,False,False,conflict
890,grant,1323,field,True,False,False,False,conflict
890,grant,1323,undoscope,True,False,True,False,compensated
890,grant,1323,deny,True,False,False,False,denied
891,grant,1330,snapshot,True,True,False,True,compensated
891,grant,1330,mapped,True,True,False,True,compensated
891,grant,1330,value,True,True,False,True,compensated
891,grant,1330,object,True,False,False,False,conflict
891,grant,1330,field,True,False,False,False,conflict
891,grant,1330,undoscope,True,False,True,True,compensated
891,grant,1330,deny,True,False,False,False,denied
892,grant,1331,snapshot,True,True,False,True,compensated
892,grant,1331,mapped,True,False,True,True,compensated
892,grant,1331,value,True,False,True,True,compensated
892,grant,1331,object,True,False,False,False,conflict
892,grant,1331,field,True,False,False,False,conflict
892,grant,1331,undoscope,True,False,True,True,compensated
892,grant,1331,deny,True,False,False,False,denied
893,grant,1332,snapshot,True,True,False,True,compensated
893,grant,1332,mapped,True,False,True,False,compensated
893,grant,1332,value,True,False,False,False,conflict
893,grant,1332,object,True,False,False,False,conflict
893,grant,1332,field,True,False,False,False,conflict
893,grant,1332,undoscope,True,False,True,False,compensated
893,grant,1332,deny,True,False,False,False,denied
894,grant,1333,snapshot,True,True,False,True,compensated
894,grant,1333,mapped,True,False,True,True,compensated
894,grant,1333,value,True,False,True,True,compensated
894,grant,1333,object,True,False,False,False,conflict
894,grant,1333,field,True,False,False,False,conflict
894,grant,1333,undoscope,True,False,True,True,compensated
894,grant,1333,deny,True,False,False,False,denied
895,grant,2000,snapshot,True,True,False,True,compensated
895,grant,2000,mapped,True,True,False,True,compensated
895,grant,2000,value,True,True,False,True,compensated
895,grant,2000,object,True,False,False,False,conflict
895,grant,2000,field,True,False,False,False,conflict
895,grant,2000,undoscope,True,False,True,False,compensated
895,grant,2000,deny,True,False,False,False,denied
896,grant,2001,snapshot,True,True,False,True,compensated
896,grant,2001,mapped,True,True,False,True,compensated
896,grant,2001,value,True,True,False,True,compensated
896,grant,2001,object,True,False,False,False,conflict
896,grant,2001,field,True,False,False,False,conflict
896,grant,2001,undoscope,True,False,True,False,compensated
896,grant,2001,deny,True,False,False,False,denied
897,grant,2002,snapshot,True,False,True,False,compensated
897,grant,2002,mapped,True,False,True,False,compensated
897,grant,2002,value,True,False,False,False,conflict
897,grant,2002,object,True,False,False,False,conflict
897,grant,2002,field,True,False,False,False,conflict
897,grant,2002,undoscope,True,False,True,False,compensated
897,grant,2002,deny,True,False,False,False,denied
898,grant,2003,snapshot,True,True,False,True,compensated
898,grant,2003,mapped,True,True,False,True,compensated
898,grant,2003,value,True,True,False,True,compensated
898,grant,2003,object,True,False,False,False,conflict
898,grant,2003,field,True,False,False,False,conflict
898,grant,2003,undoscope,True,False,True,False,compensated
898,grant,2003,deny,True,False,False,False,denied
899,grant,2010,snapshot,True,True,False,True,compensated
899,grant,2010,mapped,True,True,False,True,compensated
899,grant,2010,value,True,True,False,True,compensated
899,grant,2010,object,True,False,False,False,conflict
899,grant,2010,field,True,False,False,False,conflict
899,grant,2010,undoscope,True,False,True,False,compensated
899,grant,2010,deny,True,False,False,False,denied
900,grant,2011,snapshot,True,True,False,True,compensated
900,grant,2011,mapped,True,True,False,True,compensated
900,grant,2011,value,True,True,False,True,compensated
900,grant,2011,object,True,False,False,False,conflict
900,grant,2011,field,True,False,False,False,conflict
900,grant,2011,undoscope,True,False,True,False,compensated
900,grant,2011,deny,True,False,False,False,denied
901,grant,2012,snapshot,True,True,False,True,compensated
901,grant,2012,mapped,True,False,True,False,compensated
901,grant,2012,value,True,False,False,False,conflict
901,grant,2012,object,True,False,False,False,conflict
901,grant,2012,field,True,False,False,False,conflict
901,grant,2012,undoscope,True,False,True,False,compensated
901,grant,2012,deny,True,False,False,False,denied
902,grant,2013,snapshot,True,True,False,True,compensated
902,grant,2013,mapped,True,True,False,True,compensated
902,grant,2013,value,True,True,False,True,compensated
902,grant,2013,object,True,False,False,False,conflict
902,grant,2013,field,True,False,False,False,conflict
902,grant,2013,undoscope,True,False,True,False,compensated
902,grant,2013,deny,True,False,False,False,denied
903,grant,2020,snapshot,True,True,False,True,compensated
903,grant,2020,mapped,True,True,False,True,compensated
903,grant,2020,value,True,True,False,True,compensated
903,grant,2020,object,True,False,False,False,conflict
903,grant,2020,field,True,False,False,False,conflict
903,grant,2020,undoscope,True,False,True,False,compensated
903,grant,2020,deny,True,False,False,False,denied
904,grant,2021,snapshot,True,True,False,True,compensated
904,grant,2021,mapped,True,False,True,False,compensated
904,grant,2021,value,True,False,False,False,conflict
904,grant,2021,object,True,False,False,False,conflict
904,grant,2021,field,True,False,False,False,conflict
904,grant,2021,undoscope,True,False,True,False,compensated
904,grant,2021,deny,True,False,False,False,denied
905,grant,2022,snapshot,True,False,True,False,compensated
905,grant,2022,mapped,True,False,True,False,compensated
905,grant,2022,value,True,False,False,False,conflict
905,grant,2022,object,True,False,False,False,conflict
905,grant,2022,field,True,False,False,False,conflict
905,grant,2022,undoscope,True,False,True,False,compensated
