case,kind,history,policy,eligible,collateral,recovered,changed,status
313,set,3210,mapped,False,True,False,True,compensated
313,set,3210,value,False,True,False,True,compensated
313,set,3210,object,False,False,False,False,conflict
313,set,3210,field,False,False,False,False,conflict
313,set,3210,undoscope,False,False,False,False,conflict
313,set,3210,deny,False,False,False,False,denied
314,set,3211,snapshot,False,True,False,True,compensated
314,set,3211,mapped,False,True,False,True,compensated
314,set,3211,value,False,False,False,False,conflict
314,set,3211,object,False,False,False,False,conflict
314,set,3211,field,False,False,False,False,conflict
314,set,3211,undoscope,False,False,False,False,conflict
314,set,3211,deny,False,False,False,False,denied
315,set,3212,snapshot,False,True,False,True,compensated
315,set,3212,mapped,False,True,False,True,compensated
315,set,3212,value,False,False,False,False,conflict
315,set,3212,object,False,False,False,False,conflict
315,set,3212,field,False,False,False,False,conflict
315,set,3212,undoscope,False,False,False,False,conflict
315,set,3212,deny,False,False,False,False,denied
316,set,3213,snapshot,False,True,False,True,compensated
316,set,3213,mapped,False,True,False,True,compensated
316,set,3213,value,False,False,False,False,conflict
316,set,3213,object,False,False,False,False,conflict
316,set,3213,field,False,False,False,False,conflict
316,set,3213,undoscope,False,False,False,False,conflict
316,set,3213,deny,False,False,False,False,denied
317,set,3220,snapshot,False,True,False,True,compensated
317,set,3220,mapped,False,True,False,True,compensated
317,set,3220,value,False,True,False,True,compensated
317,set,3220,object,False,False,False,False,conflict
317,set,3220,field,False,False,False,False,conflict
317,set,3220,undoscope,False,False,False,False,conflict
317,set,3220,deny,False,False,False,False,denied
318,set,3221,snapshot,False,True,False,True,compensated
318,set,3221,mapped,False,True,False,True,compensated
318,set,3221,value,False,False,False,False,conflict
318,set,3221,object,False,False,False,False,conflict
318,set,3221,field,False,False,False,False,conflict
318,set,3221,undoscope,False,False,False,False,conflict
318,set,3221,deny,False,False,False,False,denied
319,set,3222,snapshot,False,True,False,True,compensated
319,set,3222,mapped,False,True,False,True,compensated
319,set,3222,value,False,False,False,False,conflict
319,set,3222,object,False,False,False,False,conflict
319,set,3222,field,False,False,False,False,conflict
319,set,3222,undoscope,False,False,False,False,conflict
319,set,3222,deny,False,False,False,False,denied
320,set,3223,snapshot,False,True,False,True,compensated
320,set,3223,mapped,False,True,False,True,compensated
320,set,3223,value,False,False,False,False,conflict
320,set,3223,object,False,False,False,False,conflict
320,set,3223,field,False,False,False,False,conflict
320,set,3223,undoscope,False,False,False,False,conflict
320,set,3223,deny,False,False,False,False,denied
321,set,3230,snapshot,False,True,False,True,compensated
321,set,3230,mapped,False,True,False,True,compensated
321,set,3230,value,False,True,False,True,compensated
321,set,3230,object,False,False,False,False,conflict
321,set,3230,field,False,False,False,False,conflict
321,set,3230,undoscope,False,False,False,False,conflict
321,set,3230,deny,False,False,False,False,denied
322,set,3231,snapshot,False,True,False,True,compensated
322,set,3231,mapped,False,True,False,True,compensated
322,set,3231,value,False,False,False,False,conflict
322,set,3231,object,False,False,False,False,conflict
322,set,3231,field,False,False,False,False,conflict
322,set,3231,undoscope,False,False,False,False,conflict
322,set,3231,deny,False,False,False,False,denied
323,set,3232,snapshot,False,True,False,True,compensated
323,set,3232,mapped,False,True,False,True,compensated
323,set,3232,value,False,False,False,False,conflict
323,set,3232,object,False,False,False,False,conflict
323,set,3232,field,False,False,False,False,conflict
323,set,3232,undoscope,False,False,False,False,conflict
323,set,3232,deny,False,False,False,False,denied
324,set,3233,snapshot,False,True,False,True,compensated
324,set,3233,mapped,False,True,False,True,compensated
324,set,3233,value,False,False,False,False,conflict
324,set,3233,object,False,False,False,False,conflict
324,set,3233,field,False,False,False,False,conflict
324,set,3233,undoscope,False,False,False,False,conflict
324,set,3233,deny,False,False,False,False,denied
325,set,3300,snapshot,False,True,False,True,compensated
325,set,3300,mapped,False,True,False,True,compensated
325,set,3300,value,False,True,False,True,compensated
325,set,3300,object,False,False,False,False,conflict
325,set,3300,field,False,False,False,False,conflict
325,set,3300,undoscope,False,False,False,False,conflict
325,set,3300,deny,False,False,False,False,denied
326,set,3301,snapshot,False,True,False,True,compensated
326,set,3301,mapped,False,True,False,True,compensated
326,set,3301,value,False,False,False,False,conflict
326,set,3301,object,False,False,False,False,conflict
326,set,3301,field,False,False,False,False,conflict
326,set,3301,undoscope,False,False,False,False,conflict
326,set,3301,deny,False,False,False,False,denied
327,set,3302,snapshot,False,True,False,True,compensated
327,set,3302,mapped,False,True,False,True,compensated
327,set,3302,value,False,False,False,False,conflict
327,set,3302,object,False,False,False,False,conflict
327,set,3302,field,False,False,False,False,conflict
327,set,3302,undoscope,False,False,False,False,conflict
327,set,3302,deny,False,False,False,False,denied
328,set,3303,snapshot,False,True,False,True,compensated
328,set,3303,mapped,False,True,False,True,compensated
328,set,3303,value,False,True,False,True,compensated
328,set,3303,object,False,False,False,False,conflict
328,set,3303,field,False,False,False,False,conflict
328,set,3303,undoscope,False,False,False,False,conflict
328,set,3303,deny,False,False,False,False,denied
329,set,3310,snapshot,False,True,False,True,compensated
329,set,3310,mapped,False,True,False,True,compensated
329,set,3310,value,False,True,False,True,compensated
329,set,3310,object,False,False,False,False,conflict
329,set,3310,field,False,False,False,False,conflict
329,set,3310,undoscope,False,False,False,False,conflict
329,set,3310,deny,False,False,False,False,denied
330,set,3311,snapshot,False,True,False,True,compensated
330,set,3311,mapped,False,True,False,True,compensated
330,set,3311,value,False,False,False,False,conflict
330,set,3311,object,False,False,False,False,conflict
330,set,3311,field,False,False,False,False,conflict
330,set,3311,undoscope,False,False,False,False,conflict
330,set,3311,deny,False,False,False,False,denied
331,set,3312,snapshot,False,True,False,True,compensated
331,set,3312,mapped,False,True,False,True,compensated
331,set,3312,value,False,False,False,False,conflict
331,set,3312,object,False,False,False,False,conflict
331,set,3312,field,False,False,False,False,conflict
331,set,3312,undoscope,False,False,False,False,conflict
331,set,3312,deny,False,False,False,False,denied
332,set,3313,snapshot,False,True,False,True,compensated
332,set,3313,mapped,False,True,False,True,compensated
332,set,3313,value,False,False,False,False,conflict
332,set,3313,object,False,False,False,False,conflict
332,set,3313,field,False,False,False,False,conflict
332,set,3313,undoscope,False,False,False,False,conflict
332,set,3313,deny,False,False,False,False,denied
333,set,3320,snapshot,False,True,False,True,compensated
333,set,3320,mapped,False,True,False,True,compensated
333,set,3320,value,False,True,False,True,compensated
333,set,3320,object,False,False,False,False,conflict
333,set,3320,field,False,False,False,False,conflict
333,set,3320,undoscope,False,False,False,False,conflict
333,set,3320,deny,False,False,False,False,denied
334,set,3321,snapshot,False,True,False,True,compensated
334,set,3321,mapped,False,True,False,True,compensated
334,set,3321,value,False,False,False,False,conflict
334,set,3321,object,False,False,False,False,conflict
334,set,3321,field,False,False,False,False,conflict
334,set,3321,undoscope,False,False,False,False,conflict
334,set,3321,deny,False,False,False,False,denied
335,set,3322,snapshot,False,True,False,True,compensated
335,set,3322,mapped,False,True,False,True,compensated
335,set,3322,value,False,False,False,False,conflict
335,set,3322,object,False,False,False,False,conflict
335,set,3322,field,False,False,False,False,conflict
335,set,3322,undoscope,False,False,False,False,conflict
335,set,3322,deny,False,False,False,False,denied
336,set,3323,snapshot,False,True,False,True,compensated
336,set,3323,mapped,False,True,False,True,compensated
336,set,3323,value,False,False,False,False,conflict
336,set,3323,object,False,False,False,False,conflict
336,set,3323,field,False,False,False,False,conflict
336,set,3323,undoscope,False,False,False,False,conflict
336,set,3323,deny,False,False,False,False,denied
337,set,3330,snapshot,False,True,False,True,compensated
337,set,3330,mapped,False,True,False,True,compensated
337,set,3330,value,False,True,False,True,compensated
337,set,3330,object,False,False,False,False,conflict
337,set,3330,field,False,False,False,False,conflict
337,set,3330,undoscope,False,False,False,False,conflict
337,set,3330,deny,False,False,False,False,denied
338,set,3331,snapshot,False,True,False,True,compensated
338,set,3331,mapped,False,True,False,True,compensated
338,set,3331,value,False,False,False,False,conflict
338,set,3331,object,False,False,False,False,conflict
338,set,3331,field,False,False,False,False,conflict
338,set,3331,undoscope,False,False,False,False,conflict
338,set,3331,deny,False,False,False,False,denied
339,set,3332,snapshot,False,True,False,True,compensated
339,set,3332,mapped,False,True,False,True,compensated
339,set,3332,value,False,False,False,False,conflict
339,set,3332,object,False,False,False,False,conflict
339,set,3332,field,False,False,False,False,conflict
339,set,3332,undoscope,False,False,False,False,conflict
339,set,3332,deny,False,False,False,False,denied
340,set,3333,snapshot,True,True,False,True,compensated
340,set,3333,mapped,True,False,True,True,compensated
340,set,3333,value,True,False,True,True,compensated
340,set,3333,object,True,False,False,False,conflict
340,set,3333,field,True,False,True,True,compensated
340,set,3333,undoscope,True,False,True,True,compensated
340,set,3333,deny,True,False,False,False,denied
341,add,,snapshot,True,False,True,True,compensated
341,add,,mapped,True,False,True,True,compensated
341,add,,value,True,False,True,True,compensated
341,add,,object,True,False,True,True,compensated
341,add,,field,True,False,True,True,compensated
341,add,,undoscope,True,False,True,True,compensated
341,add,,deny,True,False,False,False,denied
342,add,0,snapshot,True,True,False,True,compensated
342,add,0,mapped,True,False,True,True,compensated
342,add,0,value,True,False,False,False,conflict
342,add,0,object,True,False,False,False,conflict
342,add,0,field,True,False,False,False,conflict
342,add,0,undoscope,True,False,True,True,compensated
342,add,0,deny,True,False,False,False,denied
343,add,1,snapshot,True,True,False,True,compensated
343,add,1,mapped,True,False,True,True,compensated
343,add,1,value,True,False,False,False,conflict
343,add,1,object,True,False,False,False,conflict
343,add,1,field,True,False,False,False,conflict
343,add,1,undoscope,True,False,True,True,compensated
343,add,1,deny,True,False,False,False,denied
344,add,2,snapshot,True,True,False,True,compensated
344,add,2,mapped,True,False,True,True,compensated
344,add,2,value,True,False,True,True,compensated
344,add,2,object,True,False,False,False,conflict
344,add,2,field,True,False,True,True,compensated
344,add,2,undoscope,True,False,True,True,compensated
344,add,2,deny,True,False,False,False,denied
345,add,3,snapshot,True,True,False,True,compensated
345,add,3,mapped,True,False,True,True,compensated
345,add,3,value,True,False,True,True,compensated
345,add,3,object,True,False,False,False,conflict
345,add,3,field,True,False,True,True,compensated
345,add,3,undoscope,True,False,True,True,compensated
345,add,3,deny,True,False,False,False,denied
346,add,00,snapshot,True,True,False,True,compensated
346,add,00,mapped,True,False,True,True,compensated
346,add,00,value,True,False,False,False,conflict
346,add,00,object,True,False,False,False,conflict
346,add,00,field,True,False,False,False,conflict
346,add,00,undoscope,True,False,True,True,compensated
346,add,00,deny,True,False,False,False,denied
347,add,01,snapshot,True,True,False,True,compensated
347,add,01,mapped,True,False,True,True,compensated
347,add,01,value,True,False,False,False,conflict
347,add,01,object,True,False,False,False,conflict
347,add,01,field,True,False,False,False,conflict
347,add,01,undoscope,True,False,True,True,compensated
347,add,01,deny,True,False,False,False,denied
348,add,02,snapshot,True,True,False,True,compensated
348,add,02,mapped,True,False,True,True,compensated
348,add,02,value,True,False,False,False,conflict
348,add,02,object,True,False,False,False,conflict
348,add,02,field,True,False,False,False,conflict
348,add,02,undoscope,True,False,True,True,compensated
348,add,02,deny,True,False,False,False,denied
349,add,03,snapshot,True,True,False,True,compensated
349,add,03,mapped,True,False,True,True,compensated
349,add,03,value,True,False,False,False,conflict
349,add,03,object,True,False,False,False,conflict
349,add,03,field,True,False,False,False,conflict
349,add,03,undoscope,True,False,True,True,compensated
349,add,03,deny,True,False,False,False,denied
350,add,10,snapshot,True,True,False,True,compensated
350,add,10,mapped,True,False,True,True,compensated
350,add,10,value,True,False,False,False,conflict
350,add,10,object,True,False,False,False,conflict
350,add,10,field,True,False,False,False,conflict
350,add,10,undoscope,True,False,True,True,compensated
350,add,10,deny,True,False,False,False,denied
351,add,11,snapshot,True,True,False,True,compensated
351,add,11,mapped,True,False,True,True,compensated
351,add,11,value,True,False,False,False,conflict
351,add,11,object,True,False,False,False,conflict
351,add,11,field,True,False,False,False,conflict
351,add,11,undoscope,True,False,True,True,compensated
351,add,11,deny,True,False,False,False,denied
352,add,12,snapshot,True,True,False,True,compensated
352,add,12,mapped,True,False,True,True,compensated
352,add,12,value,True,False,False,False,conflict
352,add,12,object,True,False,False,False,conflict
352,add,12,field,True,False,False,False,conflict
352,add,12,undoscope,True,False,True,True,compensated
352,add,12,deny,True,False,False,False,denied
353,add,13,snapshot,True,True,False,True,compensated
353,add,13,mapped,True,False,True,True,compensated
353,add,13,value,True,False,False,False,conflict
353,add,13,object,True,False,False,False,conflict
353,add,13,field,True,False,False,False,conflict
353,add,13,undoscope,True,False,True,True,compensated
353,add,13,deny,True,False,False,False,denied
354,add,20,snapshot,True,True,False,True,compensated
354,add,20,mapped,True,False,True,True,compensated
354,add,20,value,True,False,False,False,conflict
354,add,20,object,True,False,False,False,conflict
354,add,20,field,True,False,False,False,conflict
354,add,20,undoscope,True,False,True,True,compensated
354,add,20,deny,True,False,False,False,denied
355,add,21,snapshot,True,True,False,True,compensated
355,add,21,mapped,True,False,True,True,compensated
355,add,21,value,True,False,False,False,conflict
355,add,21,object,True,False,False,False,conflict
355,add,21,field,True,False,False,False,conflict
355,add,21,undoscope,True,False,True,True,compensated
355,add,21,deny,True,False,False,False,denied
356,add,22,snapshot,True,True,False,True,compensated
356,add,22,mapped,True,False,True,True,compensated
356,add,22,value,True,False,True,True,compensated
356,add,22,object,True,False,False,False,conflict
356,add,22,field,True,False,True,True,compensated
356,add,22,undoscope,True,False,True,True,compensated
356,add,22,deny,True,False,False,False,denied
357,add,23,snapshot,True,True,False,True,compensated
357,add,23,mapped,True,False,True,True,compensated
357,add,23,value,True,False,True,True,compensated
357,add,23,object,True,False,False,False,conflict
357,add,23,field,True,False,True,True,compensated
357,add,23,undoscope,True,False,True,True,compensated
357,add,23,deny,True,False,False,False,denied
358,add,30,snapshot,True,True,False,True,compensated
358,add,30,mapped,True,False,True,True,compensated
358,add,30,value,True,False,False,False,conflict
358,add,30,object,True,False,False,False,conflict
358,add,30,field,True,False,False,False,conflict
358,add,30,undoscope,True,False,True,True,compensated
358,add,30,deny,True,False,False,False,denied
359,add,31,snapshot,True,True,False,True,compensated
359,add,31,mapped,True,False,True,True,compensated
359,add,31,value,True,False,False,False,conflict
359,add,31,object,True,False,False,False,conflict
359,add,31,field,True,False,False,False,conflict
359,add,31,undoscope,True,False,True,True,compensated
359,add,31,deny,True,False,False,False,denied
360,add,32,snapshot,True,True,False,True,compensated
360,add,32,mapped,True,False,True,True,compensated
360,add,32,value,True,False,True,True,compensated
360,add,32,object,True,False,False,False,conflict
360,add,32,field,True,False,True,True,compensated
360,add,32,undoscope,True,False,True,True,compensated
360,add,32,deny,True,False,False,False,denied
361,add,33,snapshot,True,True,False,True,compensated
361,add,33,mapped,True,False,True,True,compensated
361,add,33,value,True,False,True,True,compensated
361,add,33,object,True,False,False,False,conflict
361,add,33,field,True,False,True,True,compensated
361,add,33,undoscope,True,False,True,True,compensated
361,add,33,deny,True,False,False,False,denied
362,add,000,snapshot,True,True,False,True,compensated
362,add,000,mapped,True,False,True,True,compensated
362,add,000,value,True,False,False,False,conflict
362,add,000,object,True,False,False,False,conflict
362,add,000,field,True,False,False,False,conflict
362,add,000,undoscope,True,False,True,True,compensated
362,add,000,deny,True,False,False,False,denied
363,add,001,snapshot,True,True,False,True,compensated
363,add,001,mapped,True,False,True,True,compensated
363,add,001,value,True,False,True,True,compensated
363,add,001,object,True,False,False,False,conflict
363,add,001,field,True,False,False,False,conflict
363,add,001,undoscope,True,False,True,True,compensated
363,add,001,deny,True,False,False,False,denied
364,add,002,snapshot,True,True,False,True,compensated
364,add,002,mapped,True,False,True,True,compensated
364,add,002,value,True,False,False,False,conflict
364,add,002,object,True,False,False,False,conflict
364,add,002,field,True,False,False,False,conflict
364,add,002,undoscope,True,False,True,True,compensated
364,add,002,deny,True,False,False,False,denied
365,add,003,snapshot,True,True,False,True,compensated
365,add,003,mapped,True,False,True,True,compensated
365,add,003,value,True,False,False,False,conflict
365,add,003,object,True,False,False,False,conflict
365,add,003,field,True,False,False,False,conflict
365,add,003,undoscope,True,False,True,True,compensated
365,add,003,deny,True,False,False,False,denied
366,add,010,snapshot,True,True,False,True,compensated
366,add,010,mapped,True,False,True,True,compensated
366,add,010,value,True,False,True,True,compensated
366,add,010,object,True,False,False,False,conflict
366,add,010,field,True,False,False,False,conflict
366,add,010,undoscope,True,False,True,True,compensated
366,add,010,deny,True,False,False,False,denied
367,add,011,snapshot,True,True,False,True,compensated
367,add,011,mapped,True,False,True,True,compensated
367,add,011,value,True,False,False,False,conflict
367,add,011,object,True,False,False,False,conflict
367,add,011,field,True,False,False,False,conflict
367,add,011,undoscope,True,False,True,True,compensated
367,add,011,deny,True,False,False,False,denied
368,add,012,snapshot,True,True,False,True,compensated
368,add,012,mapped,True,False,True,True,compensated
368,add,012,value,True,False,False,False,conflict
368,add,012,object,True,False,False,False,conflict
368,add,012,field,True,False,False,False,conflict
368,add,012,undoscope,True,False,True,True,compensated
368,add,012,deny,True,False,False,False,denied
369,add,013,snapshot,True,True,False,True,compensated
369,add,013,mapped,True,False,True,True,compensated
369,add,013,value,True,False,False,False,conflict
369,add,013,object,True,False,False,False,conflict
369,add,013,field,True,False,False,False,conflict
369,add,013,undoscope,True,False,True,True,compensated
369,add,013,deny,True,False,False,False,denied
370,add,020,snapshot,True,True,False,True,compensated
370,add,020,mapped,True,False,True,True,compensated
370,add,020,value,True,False,False,False,conflict
370,add,020,object,True,False,False,False,conflict
370,add,020,field,True,False,False,False,conflict
370,add,020,undoscope,True,False,True,True,compensated
370,add,020,deny,True,False,False,False,denied
371,add,021,snapshot,True,True,False,True,compensated
371,add,021,mapped,True,False,True,True,compensated
371,add,021,value,True,False,False,False,conflict
371,add,021,object,True,False,False,False,conflict
371,add,021,field,True,False,False,False,conflict
371,add,021,undoscope,True,False,True,True,compensated
371,add,021,deny,True,False,False,False,denied
372,add,022,snapshot,True,True,False,True,compensated
372,add,022,mapped,True,False,True,True,compensated
372,add,022,value,True,False,False,False,conflict
372,add,022,object,True,False,False,False,conflict
372,add,022,field,True,False,False,False,conflict
372,add,022,undoscope,True,False,True,True,compensated
372,add,022,deny,True,False,False,False,denied
373,add,023,snapshot,True,True,False,True,compensated
373,add,023,mapped,True,False,True,True,compensated
373,add,023,value,True,False,False,False,conflict
373,add,023,object,True,False,False,False,conflict
373,add,023,field,True,False,False,False,conflict
373,add,023,undoscope,True,False,True,True,compensated
373,add,023,deny,True,False,False,False,denied
374,add,030,snapshot,True,True,False,True,compensated
374,add,030,mapped,True,False,True,True,compensated
374,add,030,value,True,False,False,False,conflict
374,add,030,object,True,False,False,False,conflict
374,add,030,field,True,False,False,False,conflict
374,add,030,undoscope,True,False,True,True,compensated
374,add,030,deny,True,False,False,False,denied
375,add,031,snapshot,True,True,False,True,compensated
375,add,031,mapped,True,False,True,True,compensated
375,add,031,value,True,False,False,False,conflict
375,add,031,object,True,False,False,False,conflict
375,add,031,field,True,False,False,False,conflict
375,add,031,undoscope,True,False,True,True,compensated
375,add,031,deny,True,False,False,False,denied
376,add,032,snapshot,True,True,False,True,compensated
376,add,032,mapped,True,False,True,True,compensated
376,add,032,value,True,False,False,False,conflict
376,add,032,object,True,False,False,False,conflict
376,add,032,field,True,False,False,False,conflict
376,add,032,undoscope,True,False,True,True,compensated
376,add,032,deny,True,False,False,False,denied
377,add,033,snapshot,True,True,False,True,compensated
377,add,033,mapped,True,False,True,True,compensated
377,add,033,value,True,False,False,False,conflict
377,add,033,object,True,False,False,False,conflict
377,add,033,field,True,False,False,False,conflict
377,add,033,undoscope,True,False,True,True,compensated
377,add,033,deny,True,False,False,False,denied
378,add,100,snapshot,True,True,False,True,compensated
378,add,100,mapped,True,False,True,True,compensated
378,add,100,value,True,False,True,True,compensated
378,add,100,object,True,False,False,False,conflict
378,add,100,field,True,False,False,False,conflict
378,add,100,undoscope,True,False,True,True,compensated
378,add,100,deny,True,False,False,False,denied
379,add,101,snapshot,True,True,False,True,compensated
379,add,101,mapped,True,False,True,True,compensated
379,add,101,value,True,False,False,False,conflict
379,add,101,object,True,False,False,False,conflict
379,add,101,field,True,False,False,False,conflict
379,add,101,undoscope,True,False,True,True,compensated
379,add,101,deny,True,False,False,False,denied
380,add,102,snapshot,True,True,False,True,compensated
380,add,102,mapped,True,False,True,True,compensated
380,add,102,value,True,False,False,False,conflict
380,add,102,object,True,False,False,False,conflict
380,add,102,field,True,False,False,False,conflict
380,add,102,undoscope,True,False,True,True,compensated
380,add,102,deny,True,False,False,False,denied
381,add,103,snapshot,True,True,False,True,compensated
381,add,103,mapped,True,False,True,True,compensated
381,add,103,value,True,False,False,False,conflict
381,add,103,object,True,False,False,False,conflict
381,add,103,field,True,False,False,False,conflict
381,add,103,undoscope,True,False,True,True,compensated
381,add,103,deny,True,False,False,False,denied
382,add,110,snapshot,True,True,False,True,compensated
382,add,110,mapped,True,False,True,True,compensated
382,add,110,value,True,False,False,False,conflict
382,add,110,object,True,False,False,False,conflict
382,add,110,field,True,False,False,False,conflict
382,add,110,undoscope,True,False,True,True,compensated
382,add,110,deny,True,False,False,False,denied
383,add,111,snapshot,False,True,False,True,compensated
383,add,111,mapped,False,False,False,False,invariant_conflict
383,add,111,value,False,False,False,False,conflict
383,add,111,object,False,False,False,False,conflict
383,add,111,field,False,False,False,False,conflict
383,add,111,undoscope,False,False,False,False,invariant_conflict
383,add,111,deny,False,False,False,False,denied
384,add,112,snapshot,True,True,False,True,compensated
384,add,112,mapped,True,False,True,True,compensated
384,add,112,value,True,False,False,False,conflict
384,add,112,object,True,False,False,False,conflict
384,add,112,field,True,False,False,False,conflict
384,add,112,undoscope,True,False,True,True,compensated
384,add,112,deny,True,False,False,False,denied
385,add,113,snapshot,True,True,False,True,compensated
385,add,113,mapped,True,False,True,True,compensated
385,add,113,value,True,False,False,False,conflict
385,add,113,object,True,False,False,False,conflict
385,add,113,field,True,False,False,False,conflict
385,add,113,undoscope,True,False,True,True,compensated
385,add,113,deny,True,False,False,False,denied
386,add,120,snapshot,True,True,False,True,compensated
386,add,120,mapped,True,False,True,True,compensated
386,add,120,value,True,False,False,False,conflict
386,add,120,object,True,False,False,False,conflict
386,add,120,field,True,False,False,False,conflict
386,add,120,undoscope,True,False,True,True,compensated
386,add,120,deny,True,False,False,False,denied
387,add,121,snapshot,True,True,False,True,compensated
387,add,121,mapped,True,False,True,True,compensated
387,add,121,value,True,False,False,False,conflict
387,add,121,object,True,False,False,False,conflict
387,add,121,field,True,False,False,False,conflict
387,add,121,undoscope,True,False,True,True,compensated
387,add,121,deny,True,False,False,False,denied
388,add,122,snapshot,True,True,False,True,compensated
388,add,122,mapped,True,False,True,True,compensated
388,add,122,value,True,False,False,False,conflict
388,add,122,object,True,False,False,False,conflict
388,add,122,field,True,False,False,False,conflict
388,add,122,undoscope,True,False,True,True,compensated
388,add,122,deny,True,False,False,False,denied
389,add,123,snapshot,True,True,False,True,compensated
389,add,123,mapped,True,False,True,True,compensated
389,add,123,value,True,False,False,False,conflict
389,add,123,object,True,False,False,False,conflict
389,add,123,field,True,False,False,False,conflict
389,add,123,undoscope,True,False,True,True,compensated
389,add,123,deny,True,False,False,False,denied
390,add,130,snapshot,True,True,False,True,compensated
390,add,130,mapped,True,False,True,True,compensated
390,add,130,value,True,False,False,False,conflict
390,add,130,object,True,False,False,False,conflict
390,add,130,field,True,False,False,False,conflict
390,add,130,undoscope,True,False,True,True,compensated
390,add,130,deny,True,False,False,False,denied
391,add,131,snapshot,True,True,False,True,compensated
391,add,131,mapped,True,False,True,True,compensated
391,add,131,value,True,False,False,False,conflict
391,add,131,object,True,False,False,False,conflict
391,add,131,field,True,False,False,False,conflict
391,add,131,undoscope,True,False,True,True,compensated
391,add,131,deny,True,False,False,False,denied
392,add,132,snapshot,True,True,False,True,compensated
392,add,132,mapped,True,False,True,True,compensated
392,add,132,value,True,False,False,False,conflict
392,add,132,object,True,False,False,False,conflict
392,add,132,field,True,False,False,False,conflict
392,add,132,undoscope,True,False,True,True,compensated
392,add,132,deny,True,False,False,False,denied
393,add,133,snapshot,True,True,False,True,compensated
393,add,133,mapped,True,False,True,True,compensated
393,add,133,value,True,False,False,False,conflict
393,add,133,object,True,False,False,False,conflict
393,add,133,field,True,False,False,False,conflict
393,add,133,undoscope,True,False,True,True,compensated
393,add,133,deny,True,False,False,False,denied
394,add,200,snapshot,True,True,False,True,compensated
394,add,200,mapped,True,False,True,True,compensated
394,add,200,value,True,False,False,False,conflict
394,add,200,object,True,False,False,False,conflict
394,add,200,field,True,False,False,False,conflict
394,add,200,undoscope,True,False,True,True,compensated
394,add,200,deny,True,False,False,False,denied
395,add,201,snapshot,True,True,False,True,compensated
395,add,201,mapped,True,False,True,True,compensated
395,add,201,value,True,False,False,False,conflict
395,add,201,object,True,False,False,False,conflict
395,add,201,field,True,False,False,False,conflict
395,add,201,undoscope,True,False,True,True,compensated
395,add,201,deny,True,False,False,False,denied
396,add,202,snapshot,True,True,False,True,compensated
396,add,202,mapped,True,False,True,True,compensated
396,add,202,value,True,False,False,False,conflict
396,add,202,object,True,False,False,False,conflict
396,add,202,field,True,False,False,False,conflict
396,add,202,undoscope,True,False,True,True,compensated
396,add,202,deny,True,False,False,False,denied
397,add,203,snapshot,True,True,False,True,compensated
397,add,203,mapped,True,False,True,True,compensated
397,add,203,value,True,False,False,False,conflict
397,add,203,object,True,False,False,False,conflict
397,add,203,field,True,False,False,False,conflict
397,add,203,undoscope,True,False,True,True,compensated
397,add,203,deny,True,False,False,False,denied
398,add,210,snapshot,True,True,False,True,compensated
398,add,210,mapped,True,False,True,True,compensated
398,add,210,value,True,False,False,False,conflict
398,add,210,object,True,False,False,False,conflict
398,add,210,field,True,False,False,False,conflict
398,add,210,undoscope,True,False,True,True,compensated
398,add,210,deny,True,False,False,False,denied
399,add,211,snapshot,True,True,False,True,compensated
399,add,211,mapped,True,False,True,True,compensated
399,add,211,value,True,False,False,False,conflict
399,add,211,object,True,False,False,False,conflict
399,add,211,field,True,False,False,False,conflict
399,add,211,undoscope,True,False,True,True,compensated
399,add,211,deny,True,False,False,False,denied
400,add,212,snapshot,True,True,False,True,compensated
400,add,212,mapped,True,False,True,True,compensated
400,add,212,value,True,False,False,False,conflict
400,add,212,object,True,False,False,False,conflict
400,add,212,field,True,False,False,False,conflict
400,add,212,undoscope,True,False,True,True,compensated
400,add,212,deny,True,False,False,False,denied
401,add,213,snapshot,True,True,False,True,compensated
401,add,213,mapped,True,False,True,True,compensated
401,add,213,value,True,False,False,False,conflict
401,add,213,object,True,False,False,False,conflict
401,add,213,field,True,False,False,False,conflict
401,add,213,undoscope,True,False,True,True,compensated
401,add,213,deny,True,False,False,False,denied
402,add,220,snapshot,True,True,False,True,compensated
402,add,220,mapped,True,False,True,True,compensated
402,add,220,value,True,False,False,False,conflict
402,add,220,object,True,False,False,False,conflict
402,add,220,field,True,False,False,False,conflict
402,add,220,undoscope,True,False,True,True,compensated
402,add,220,deny,True,False,False,False,denied
403,add,221,snapshot,True,True,False,True,compensated
403,add,221,mapped,True,False,True,True,compensated
403,add,221,value,True,False,False,False,conflict
403,add,221,object,True,False,False,False,conflict
403,add,221,field,True,False,False,False,conflict
403,add,221,undoscope,True,False,True,True,compensated
403,add,221,deny,True,False,False,False,denied
404,add,222,snapshot,True,True,False,True,compensated
404,add,222,mapped,True,False,True,True,compensated
404,add,222,value,True,False,True,True,compensated
404,add,222,object,True,False,False,False,conflict
404,add,222,field,True,False,True,True,compensated
404,add,222,undoscope,True,False,True,True,compensated
404,add,222,deny,True,False,False,False,denied
405,add,223,snapshot,True,True,False,True,compensated
405,add,223,mapped,True,False,True,True,compensated
405,add,223,value,True,False,True,True,compensated
405,add,223,object,True,False,False,False,conflict
405,add,223,field,True,False,True,True,compensated
405,add,223,undoscope,True,False,True,True,compensated
405,add,223,deny,True,False,False,False,denied
406,add,230,snapshot,True,True,False,True,compensated
