round,policy,microseconds,status
151,object,69.042,compensated
151,deny,42.208,denied
151,undoscope,65.417,compensated
151,field,66.25,compensated
151,mapped,65.333,compensated
151,value,69.833,compensated
152,snapshot,75.208,compensated
152,field,67.708,compensated
152,mapped,65.375,compensated
152,deny,46.625,denied
152,object,66.375,compensated
152,value,66.166,compensated
152,undoscope,74.042,compensated
153,snapshot,70.0,compensated
153,deny,52.083,denied
153,field,83.167,compensated
153,mapped,66.792,compensated
153,undoscope,68.958,compensated
153,value,70.417,compensated
153,object,67.75,compensated
154,mapped,111.0,compensated
154,deny,44.792,denied
154,undoscope,76.0,compensated
154,object,67.667,compensated
154,field,58.75,compensated
154,snapshot,66.417,compensated
154,value,60.375,compensated
155,value,66.375,compensated
155,deny,42.125,denied
155,snapshot,62.208,compensated
155,mapped,61.875,compensated
155,object,61.458,compensated
155,undoscope,62.417,compensated
155,field,67.333,compensated
156,snapshot,72.25,compensated
156,object,64.791,compensated
156,value,72.084,compensated
156,deny,48.667,denied
156,field,68.625,compensated
156,undoscope,66.458,compensated
156,mapped,65.042,compensated
157,mapped,69.75,compensated
157,snapshot,73.833,compensated
157,deny,45.667,denied
157,field,73.917,compensated
157,undoscope,64.917,compensated
157,object,65.916,compensated
157,value,90.75,compensated
158,snapshot,91.417,compensated
158,field,79.791,compensated
158,undoscope,72.959,compensated
158,mapped,64.25,compensated
158,value,74.25,compensated
158,deny,60.833,denied
158,object,63.5,compensated
159,snapshot,75.958,compensated
159,mapped,68.333,compensated
159,undoscope,63.166,compensated
159,field,62.042,compensated
159,deny,225.166,denied
159,value,98.042,compensated
159,object,66.291,compensated
160,snapshot,108.792,compensated
160,object,79.334,compensated
160,value,71.084,compensated
160,mapped,66.583,compensated
160,deny,47.292,denied
160,field,61.041,compensated
160,undoscope,65.833,compensated
161,deny,50.042,denied
161,mapped,63.709,compensated
161,field,75.042,compensated
161,undoscope,64.833,compensated
161,value,56.666,compensated
161,snapshot,63.084,compensated
161,object,63.792,compensated
162,undoscope,72.667,compensated
162,snapshot,71.25,compensated
162,object,66.958,compensated
162,mapped,65.833,compensated
162,deny,45.542,denied
162,value,65.0,compensated
162,field,58.375,compensated
163,value,62.75,compensated
163,mapped,63.625,compensated
163,object,60.375,compensated
163,undoscope,64.166,compensated
163,field,68.333,compensated
163,deny,50.958,denied
163,snapshot,71.875,compensated
164,mapped,69.25,compensated
164,field,66.5,compensated
164,value,62.958,compensated
164,snapshot,64.25,compensated
164,deny,43.25,denied
164,object,65.541,compensated
164,undoscope,70.541,compensated
165,object,66.458,compensated
165,undoscope,63.916,compensated
165,mapped,74.917,compensated
165,value,64.125,compensated
165,field,68.209,compensated
165,snapshot,192.125,compensated
165,deny,82.75,denied
166,deny,59.75,denied
166,snapshot,78.709,compensated
166,undoscope,101.542,compensated
166,mapped,71.75,compensated
166,object,79.5,compensated
166,value,70.959,compensated
166,field,72.334,compensated
167,field,74.417,compensated
167,undoscope,145.833,compensated
167,deny,52.542,denied
167,mapped,79.875,compensated
167,object,102.0,compensated
167,value,74.334,compensated
167,snapshot,85.042,compensated
168,field,68.958,compensated
168,deny,43.667,denied
168,mapped,70.792,compensated
168,object,73.833,compensated
168,snapshot,108.0,compensated
168,undoscope,77.5,compensated
168,value,89.25,compensated
169,object,87.834,compensated
169,value,76.083,compensated
169,undoscope,70.042,compensated
169,snapshot,79.333,compensated
169,deny,51.25,denied
169,field,69.584,compensated
169,mapped,68.834,compensated
170,deny,40.791,denied
170,object,73.083,compensated
170,value,63.542,compensated
170,field,64.583,compensated
170,snapshot,71.916,compensated
170,undoscope,237.167,compensated
170,mapped,215.459,compensated
171,undoscope,208.125,compensated
171,mapped,95.083,compensated
171,object,77.0,compensated
171,deny,54.833,denied
171,value,67.791,compensated
171,snapshot,75.458,compensated
171,field,75.333,compensated
172,field,65.792,compensated
172,value,69.416,compensated
172,mapped,76.417,compensated
172,snapshot,71.584,compensated
172,undoscope,76.25,compensated
172,object,99.0,compensated
172,deny,42.0,denied
173,snapshot,79.125,compensated
173,object,71.75,compensated
173,value,67.959,compensated
173,deny,46.625,denied
173,undoscope,76.333,compensated
173,mapped,69.792,compensated
173,field,64.0,compensated
174,deny,42.292,denied
174,field,121.084,compensated
174,value,85.167,compensated
174,object,69.0,compensated
174,undoscope,67.709,compensated
174,snapshot,74.709,compensated
174,mapped,73.25,compensated
175,snapshot,81.708,compensated
175,object,101.583,compensated
175,deny,54.792,denied
175,field,76.375,compensated
175,undoscope,80.625,compensated
175,value,65.083,compensated
175,mapped,152.75,compensated
176,value,138.292,compensated
176,field,119.625,compensated
176,object,113.375,compensated
176,snapshot,78.958,compensated
176,deny,56.5,denied
176,undoscope,98.709,compensated
176,mapped,78.583,compensated
177,undoscope,65.792,compensated
177,deny,158.208,denied
177,object,67.625,compensated
177,value,65.667,compensated
177,mapped,67.5,compensated
177,field,84.834,compensated
177,snapshot,77.0,compensated
178,object,70.417,compensated
178,field,72.292,compensated
178,snapshot,78.083,compensated
178,undoscope,66.583,compensated
178,deny,48.875,denied
178,mapped,68.0,compensated
178,value,70.291,compensated
179,value,192.958,compensated
179,deny,53.375,denied
179,undoscope,75.083,compensated
179,object,75.125,compensated
179,mapped,161.5,compensated
179,snapshot,72.417,compensated
179,field,97.375,compensated
180,object,89.333,compensated
180,value,73.333,compensated
180,field,72.75,compensated
180,snapshot,78.625,compensated
180,deny,48.875,denied
180,mapped,75.0,compensated
180,undoscope,112.542,compensated
181,value,181.25,compensated
181,object,79.125,compensated
181,deny,84.875,denied
181,undoscope,86.5,compensated
181,field,71.208,compensated
181,snapshot,79.875,compensated
181,mapped,70.666,compensated
182,value,78.833,compensated
182,field,69.542,compensated
182,deny,48.334,denied
182,mapped,69.917,compensated
182,snapshot,84.375,compensated
182,object,67.25,compensated
182,undoscope,70.125,compensated
183,field,65.792,compensated
183,mapped,72.125,compensated
183,object,71.917,compensated
183,value,62.958,compensated
183,deny,52.25,denied
183,snapshot,78.0,compensated
183,undoscope,68.25,compensated
184,value,70.958,compensated
184,object,65.792,compensated
184,snapshot,78.041,compensated
184,field,75.375,compensated
184,undoscope,67.625,compensated
184,mapped,70.334,compensated
184,deny,48.292,denied
185,mapped,69.833,compensated
185,undoscope,119.833,compensated
185,value,389.833,compensated
185,object,101.0,compensated
185,snapshot,121.916,compensated
185,field,135.583,compensated
185,deny,120.208,denied
186,deny,54.917,denied
186,object,103.0,compensated
186,undoscope,180.541,compensated
186,snapshot,209.417,compensated
186,field,126.042,compensated
186,value,178.042,compensated
186,mapped,297.0,compensated
187,object,107.333,compensated
187,snapshot,132.75,compensated
187,value,159.75,compensated
187,field,251.125,compensated
187,undoscope,248.75,compensated
187,deny,172.333,denied
187,mapped,282.166,compensated
188,undoscope,116.292,compensated
188,object,187.042,compensated
188,field,370.667,compensated
188,mapped,165.875,compensated
188,value,87.958,compensated
188,deny,148.709,denied
188,snapshot,172.5,compensated
189,snapshot,76.792,compensated
189,undoscope,122.334,compensated
189,field,168.792,compensated
189,mapped,577.041,compensated
189,value,195.833,compensated
189,deny,177.167,denied
189,object,139.5,compensated
190,object,126.584,compensated
190,deny,75.417,denied
190,field,86.791,compensated
190,mapped,83.542,compensated
190,undoscope,218.167,compensated
190,value,128.333,compensated
190,snapshot,111.75,compensated
191,undoscope,255.5,compensated
191,deny,81.042,denied
191,snapshot,158.333,compensated
191,value,70.291,compensated
191,mapped,69.542,compensated
191,object,70.542,compensated
191,field,88.667,compensated
192,field,86.542,compensated
192,value,74.125,compensated
192,undoscope,84.708,compensated
192,snapshot,85.667,compensated
192,mapped,71.583,compensated
192,deny,55.417,denied
192,object,71.084,compensated
193,field,237.334,compensated
193,value,73.625,compensated
193,undoscope,94.292,compensated
193,mapped,140.583,compensated
193,object,74.292,compensated
193,snapshot,179.666,compensated
193,deny,92.917,denied
194,deny,174.25,denied
194,field,123.333,compensated
194,value,156.0,compensated
194,undoscope,255.75,compensated
194,snapshot,152.792,compensated
194,object,84.417,compensated
194,mapped,91.292,compensated
195,undoscope,70.0,compensated
195,mapped,70.75,compensated
195,value,71.041,compensated
195,deny,47.583,denied
195,field,82.416,compensated
195,snapshot,86.167,compensated
195,object,74.041,compensated
196,snapshot,73.75,compensated
196,field,72.834,compensated
196,object,77.917,compensated
196,mapped,72.916,compensated
196,deny,59.167,denied
196,undoscope,93.458,compensated
196,value,103.125,compensated
197,deny,50.0,denied
197,field,83.0,compensated
197,object,76.209,compensated
197,value,73.833,compensated
197,undoscope,73.458,compensated
197,mapped,71.166,compensated
197,snapshot,80.917,compensated
198,mapped,106.75,compensated
198,undoscope,75.959,compensated
198,snapshot,71.167,compensated
198,object,78.25,compensated
198,field,67.625,compensated
198,value,69.25,compensated
198,deny,47.416,denied
199,value,66.583,compensated
199,undoscope,69.208,compensated
199,field,71.542,compensated
199,mapped,83.666,compensated
199,snapshot,109.166,compensated
199,deny,65.833,denied
199,object,174.708,compensated
200,value,211.083,compensated
200,undoscope,112.167,compensated
200,deny,130.791,denied
200,object,153.167,compensated
200,snapshot,85.333,compensated
200,mapped,221.292,compensated
200,field,76.167,compensated
201,field,122.583,compensated
201,undoscope,105.917,compensated
201,deny,71.792,denied
201,snapshot,123.625,compensated
201,object,87.333,compensated
201,mapped,87.958,compensated
201,value,107.458,compensated
202,undoscope,140.75,compensated
202,deny,137.25,denied
202,value,278.5,compensated
202,snapshot,95.25,compensated
202,object,85.167,compensated
202,field,87.916,compensated
202,mapped,70.041,compensated
203,snapshot,70.917,compensated
203,mapped,71.458,compensated
203,value,70.125,compensated
203,field,68.209,compensated
203,deny,52.125,denied
203,object,77.583,compensated
203,undoscope,90.75,compensated
204,snapshot,86.625,compensated
204,undoscope,77.125,compensated
204,object,71.167,compensated
204,mapped,67.25,compensated
204,field,74.666,compensated
204,value,83.209,compensated
204,deny,46.333,denied
205,value,82.875,compensated
205,field,92.667,compensated
205,object,126.0,compensated
205,deny,103.833,denied
205,undoscope,149.083,compensated
205,mapped,114.417,compensated
205,snapshot,76.792,compensated
206,value,89.958,compensated
206,snapshot,93.208,compensated
206,object,72.875,compensated
206,deny,47.458,denied
206,undoscope,73.0,compensated
206,mapped,70.584,compensated
206,field,66.875,compensated
207,deny,61.5,denied
207,object,72.625,compensated
207,field,65.25,compensated
207,value,69.792,compensated
207,snapshot,73.25,compensated
207,mapped,71.667,compensated
207,undoscope,66.917,compensated
208,field,60.5,compensated
208,value,66.0,compensated
208,undoscope,66.708,compensated
208,object,67.291,compensated
208,deny,51.834,denied
208,snapshot,69.25,compensated
208,mapped,67.417,compensated
209,value,62.958,compensated
209,field,66.792,compensated
209,undoscope,66.75,compensated
209,object,73.292,compensated
209,mapped,66.708,compensated
209,snapshot,72.208,compensated
209,deny,42.542,denied
210,undoscope,63.75,compensated
210,mapped,65.209,compensated
210,deny,43.167,denied
210,field,75.209,compensated
210,value,66.75,compensated
210,snapshot,66.292,compensated
210,object,69.542,compensated
211,value,69.417,compensated
211,field,66.417,compensated
211,mapped,65.583,compensated
211,deny,50.208,denied
211,snapshot,82.958,compensated
211,object,73.0,compensated
211,undoscope,84.791,compensated
212,deny,43.75,denied
212,object,67.291,compensated
212,value,79.75,compensated
212,field,76.125,compensated
212,undoscope,68.042,compensated
212,mapped,65.5,compensated
212,snapshot,72.333,compensated
213,object,72.5,compensated
213,mapped,65.0,compensated
213,field,77.417,compensated
213,value,70.291,compensated
213,deny,46.792,denied
213,undoscope,73.458,compensated
213,snapshot,75.209,compensated
214,value,68.334,compensated
214,mapped,66.417,compensated
214,undoscope,60.708,compensated
214,object,66.667,compensated
214,deny,56.042,denied
214,field,64.75,compensated
214,snapshot,81.417,compensated
215,mapped,69.417,compensated
215,undoscope,66.958,compensated
215,deny,47.916,denied
215,field,62.875,compensated
215,value,66.875,compensated
215,snapshot,77.458,compensated
215,object,81.583,compensated
216,mapped,70.208,compensated
216,value,61.5,compensated
216,undoscope,60.542,compensated
216,deny,124.833,denied
216,field,110.5,compensated
216,snapshot,84.875,compensated
216,object,89.667,compensated
217,object,76.166,compensated
217,value,66.292,compensated
217,undoscope,73.375,compensated
217,field,83.75,compensated
217,mapped,66.458,compensated
217,deny,44.083,denied
217,snapshot,78.333,compensated
218,undoscope,73.0,compensated
218,object,71.792,compensated
218,snapshot,67.416,compensated
218,value,66.208,compensated
218,deny,40.125,denied
218,field,70.75,compensated
218,mapped,67.084,compensated
219,deny,40.667,denied
219,value,62.208,compensated
219,field,64.25,compensated
219,undoscope,63.208,compensated
219,object,67.25,compensated
219,snapshot,77.75,compensated
219,mapped,65.125,compensated
220,snapshot,67.5,compensated
220,object,66.459,compensated
220,value,60.167,compensated
220,field,66.292,compensated
220,undoscope,58.625,compensated
220,deny,40.5,denied
220,mapped,60.084,compensated
221,mapped,59.875,compensated
221,value,60.583,compensated
221,field,59.292,compensated
221,undoscope,70.042,compensated
221,deny,42.791,denied
221,object,64.667,compensated
221,snapshot,68.583,compensated
222,undoscope,57.875,compensated
222,mapped,57.792,compensated
222,value,58.208,compensated
222,object,62.167,compensated
222,deny,42.5,denied
222,snapshot,71.875,compensated
222,field,64.875,compensated
223,object,67.458,compensated
223,undoscope,58.083,compensated
223,deny,48.792,denied
223,field,66.708,compensated
223,snapshot,146.25,compensated
223,value,123.583,compensated
223,mapped,115.0,compensated
224,object,93.792,compensated
224,mapped,88.584,compensated
224,deny,61.375,denied
224,snapshot,70.625,compensated
224,value,84.5,compensated
224,field,64.5,compensated
224,undoscope,78.584,compensated
225,field,63.167,compensated
225,mapped,69.292,compensated
225,deny,45.542,denied
225,undoscope,68.458,compensated
225,value,77.042,compensated
225,snapshot,740.791,compensated
225,object,65.625,compensated
226,snapshot,78.334,compensated
226,deny,46.917,denied
226,object,60.208,compensated
226,field,70.5,compensated
226,value,67.125,compensated
226,mapped,63.334,compensated
226,undoscope,57.167,compensated
227,snapshot,63.0,compensated
227,mapped,59.0,compensated
227,field,62.708,compensated
227,value,59.834,compensated
227,object,60.417,compensated
227,deny,41.166,denied
227,undoscope,60.125,compensated
228,undoscope,62.667,compensated
228,mapped,63.208,compensated
228,field,76.834,compensated
228,object,86.792,compensated
228,value,119.542,compensated
228,snapshot,116.917,compensated
228,deny,102.375,denied
229,mapped,93.084,compensated
229,value,74.833,compensated
229,field,67.375,compensated
229,snapshot,74.583,compensated
229,undoscope,68.375,compensated
229,deny,47.625,denied
229,object,64.75,compensated
230,mapped,73.375,compensated
230,undoscope,65.458,compensated
230,deny,53.25,denied
230,value,113.5,compensated
230,field,78.042,compensated
230,object,78.042,compensated
230,snapshot,122.958,compensated
231,undoscope,68.416,compensated
231,deny,42.0,denied
231,object,68.458,compensated
231,value,154.083,compensated
231,mapped,98.875,compensated
231,field,120.958,compensated
231,snapshot,84.667,compensated
232,value,71.583,compensated
232,deny,59.333,denied
232,snapshot,79.334,compensated
232,mapped,93.625,compensated
232,undoscope,75.709,compensated
232,field,74.125,compensated
232,object,72.167,compensated
233,undoscope,67.167,compensated
233,mapped,66.125,compensated
233,object,65.125,compensated
233,deny,41.459,denied
233,snapshot,81.25,compensated
233,value,67.625,compensated
233,field,66.167,compensated
234,object,155.625,compensated
234,snapshot,121.833,compensated
234,mapped,97.75,compensated
234,deny,71.958,denied
234,value,81.458,compensated
234,field,69.875,compensated
234,undoscope,69.084,compensated
235,deny,44.25,denied
235,snapshot,71.959,compensated
235,undoscope,69.709,compensated
235,field,71.667,compensated
235,mapped,69.917,compensated
235,object,63.708,compensated
235,value,68.125,compensated
236,value,70.375,compensated
236,field,68.292,compensated
236,undoscope,62.792,compensated
236,mapped,69.458,compensated
236,object,69.5,compensated
236,snapshot,71.208,compensated
236,deny,53.167,denied
237,field,65.792,compensated
237,value,71.042,compensated
237,snapshot,68.333,compensated
237,undoscope,59.25,compensated
237,deny,53.375,denied
237,object,65.333,compensated
237,mapped,66.708,compensated
238,deny,50.125,denied
238,undoscope,71.5,compensated
238,object,64.75,compensated
238,snapshot,62.542,compensated
238,value,67.792,compensated
238,field,64.0,compensated
238,mapped,68.791,compensated
239,deny,47.291,denied
239,undoscope,74.834,compensated
239,snapshot,69.833,compensated
239,mapped,69.375,compensated
239,field,66.166,compensated
239,value,68.0,compensated
239,object,65.208,compensated
240,undoscope,1192.292,compensated
240,deny,64.917,denied
240,field,74.084,compensated
240,object,89.042,compensated
240,value,85.125,compensated
240,snapshot,77.792,compensated
240,mapped,73.666,compensated
241,undoscope,71.459,compensated
241,deny,42.042,denied
241,value,62.916,compensated
241,object,67.917,compensated
241,snapshot,91.209,compensated
241,mapped,74.166,compensated
241,field,61.125,compensated
242,undoscope,65.666,compensated
242,snapshot,77.75,compensated
242,object,70.125,compensated
242,mapped,83.625,compensated
242,value,99.667,compensated
242,deny,81.917,denied
242,field,144.542,compensated
243,mapped,91.792,compensated
243,deny,75.5,denied
243,snapshot,98.583,compensated
243,field,352.875,compensated
243,object,425.292,compensated
243,value,310.792,compensated
243,undoscope,101.125,compensated
244,undoscope,79.458,compensated
244,deny,56.25,denied
244,mapped,118.333,compensated
244,object,86.083,compensated
244,field,68.667,compensated
244,snapshot,78.375,compensated
244,value,67.875,compensated
245,undoscope,80.542,compensated
245,deny,52.0,denied
245,mapped,66.75,compensated
245,field,65.208,compensated
245,value,66.417,compensated
245,object,78.583,compensated
245,snapshot,83.041,compensated
246,mapped,71.042,compensated
246,snapshot,72.958,compensated
246,field,70.084,compensated
246,object,187.333,compensated
246,value,65.709,compensated
246,undoscope,75.667,compensated
246,deny,47.125,denied
247,value,64.458,compensated
247,field,76.875,compensated
247,undoscope,79.208,compensated
247,snapshot,88.042,compensated
247,object,68.209,compensated
247,deny,51.083,denied
247,mapped,64.666,compensated
248,snapshot,73.417,compensated
248,undoscope,71.208,compensated
248,deny,43.542,denied
248,mapped,68.917,compensated
248,value,70.791,compensated
248,field,70.584,compensated
248,object,66.959,compensated
249,mapped,77.625,compensated
249,snapshot,73.167,compensated
249,deny,48.834,denied
249,value,135.459,compensated
249,field,90.75,compensated
249,object,91.584,compensated
249,undoscope,69.291,compensated
